Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-057617,2020-12,12/20/2020 18:30,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5070,VERNON,51,,,5070,VERNON,0,0
20-057216,2020-12,12/20/2020 18:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4616,JAMIESON,9,,,4616,JAMIESON,0,0
20-057249,2020-12,12/20/2020 18:50,Y, , ,1, ,64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,4054,CHOUTEAU,39,,,4054,CHOUTEAU,0,0
20-057331,2020-12,12/20/2020 19:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,2814,DELMAR,37,,,2814,DELMAR,0,0
20-057220,2020-12,12/20/2020 19:30,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4333,BELLE,58,,,4333,BELLE,0,0
20-057220,2020-12,12/20/2020 19:30,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4333,BELLE,58,,,4333,BELLE,0,0
20-057226,2020-12,12/20/2020 19:57,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,5452,GRAVOIS,5,,,5452,GRAVOIS,0,0
20-057228,2020-12,12/20/2020 20:50,Y, , ,1, ,43013,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,2851,GRAVOIS,24,QUIK TRIP,,2851,GRAVOIS,0,0
20-057290,2020-12,12/20/2020 21:00,Y, , ,1, ,72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,3322,DEMENIL,22,,,3322,DEMENIL,0,0
20-057296,2020-12,12/20/2020 21:00,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,4972,LINDENWOOD,14,,,4972,LINDENWOOD,0,0
20-057225,2020-12,12/20/2020 21:00,Y, , ,1, ,91303,6,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,5590,FLORISSANT,72,,,5590,FLORISSANT,0,0
20-057235,2020-12,12/20/2020 21:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,5026,VIRGINIA,16,,,5026,VIRGINIA,0,0
20-057229,2020-12,12/20/2020 21:16,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,69,,,,,0,0
20-057230,2020-12,12/20/2020 21:26,Y, , ,1, ,10000,4,HOMICIDE                                          ,405,WASHINGTON,35,,,,,0,0
20-057239,2020-12,12/20/2020 21:30,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,400,JEFFERSON,82,,,400,JEFFERSON,0,0
20-057232,2020-12,12/20/2020 22:15,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5572,CLEMENS,48,,,5572,CLEMENS,0,0
20-057242,2020-12,12/20/2020 22:30,Y, , ,1, ,72130,1,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE              ,4747,TENNESSEE,16,,,4747,TENNESSEE,0,0
20-057236,2020-12,12/20/2020 22:50,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4102,,57,ST. MATTHEW APARTMENTS,,4102,MAFFITT,0,0
20-057258,2020-12,12/20/2020 23:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4348,COMPTON,17,,,4348,COMPTON,0,0
20-057240,2020-12,12/20/2020 23:15,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,,,65,,,,,0,0
20-057247,2020-12,12/20/2020 23:15,Y, , ,1, ,67601,3,"LARCENY-FROM BUILDING $500 - $24,999              ",2845,CHEROKEE,19,,,2845,CHEROKEE,0,0
20-057278,2020-12,12/20/2020 23:30,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",3701,LINDELL,77,,,3701,LINDELL,0,0
20-057241,2020-12,12/20/2020 23:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,,,65,,,,,0,0
20-057248,2020-12,12/20/2020 23:33,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,,,29,,,3634,BLAINE,0,0
20-057395,2020-12,12/21/2020 0:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3000,KEOKUK,16,,,3000,KEOKUK,0,0
20-057449,2020-12,12/21/2020 0:01,Y, , ,1, ,242000,2,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I    ,6820,SCANLAN,9,,,6820,SCANLAN,0,0
20-057250,2020-12,12/21/2020 0:20,Y, , ,1, ,31112,2,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT         ,,,39,,,,,0,0
20-057255,2020-12,12/21/2020 1:00,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4206,,67,Economy Inn,,4206,GRAND,0,0
20-057255,2020-12,12/21/2020 1:00,Y, , ,1, ,42011,4,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE        ,4206,,67,Economy Inn,,4206,GRAND,0,0
20-057282,2020-12,12/21/2020 1:00,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,5316,PERSHING,47,Central West Apartments,,5316,PERSHING,0,0
20-057268,2020-12,12/21/2020 1:30,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,2722,BLAIR,63,,,2722,BLAIR,0,0
20-057256,2020-12,12/21/2020 3:40,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,3834,MARINE,18,,,3834,MARINE,0,0
20-057257,2020-12,12/21/2020 4:05,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,,,69,,,4642,KOSSUTH,0,0
20-057354,2020-12,12/21/2020 5:30,Y, , ,1, ,65711,3,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT         ,2644,TENNESSEE,25,,,2644,TENNESSEE,0,0
20-057259,2020-12,12/21/2020 6:30,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,902,,34,BP Gas Station,,,,0,0
20-057265,2020-12,12/21/2020 7:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4752,PENNSYLVANIA,17,,,4752,PENNSYLVANIA,0,0
20-057427,2020-12,12/21/2020 7:00,Y, , ,1, ,141200,2,DSTRCTN PRPRTY-TMPRNG/WITH COMPUTER-INTELLECTU    ,5434,,7,,,5434,CHIPPEWA,0,0
20-058406,2020-12,12/21/2020 8:00,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,2244,KINGSHIGHWAY,13,Don Brown Chevrolet INC,,2244,KINGSHIGHWAY,0,0
20-057273,2020-12,12/21/2020 8:00,Y, , ,1, ,51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,3912,SHAW,27,,,3912,SHAW,0,0
20-057269,2020-12,12/21/2020 8:15,Y, , ,1, ,64701,6,LARCENY-FROM MTR VEH UNDER $500                   ,6124,BROADWAY,79,,,6124,BROADWAY,0,0
20-057361,2020-12,12/21/2020 8:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3520,CHOUTEAU,31,LIFE CARE CENTER OF ST LOUIS,,3520,CHOUTEAU,0,0
20-057434,2020-12,12/21/2020 8:30,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,6600,MANCHESTER,10,,,6600,MANCHESTER,0,0
20-057345,2020-12,12/21/2020 8:30,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,3451,MIAMI,19,,,3451,MIAMI,0,0
20-057274,2020-12,12/21/2020 8:35,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,2099,,20,BP GAS STATION,,2099,RUSSELL,0,0
20-057768,2020-12,12/21/2020 9:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,3462,TENNESSEE,19,,,,,0,0
20-057498,2020-12,12/21/2020 11:00,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,4226,NEOSHO,5,,,4226,NEOSHO,0,0
20-057380,2020-12,12/21/2020 11:00,Y, , ,1, ,51112,4,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,1109,HADLEY,62,,,1109,HADLEY,0,0
20-057333,2020-12,12/21/2020 11:00,Y, , ,1, ,61701,4,LARCENY-PICKPOCKET UNDER $500                     ,3520,NATURAL BRIDGE,59,,,,,0,0
20-058261,2020-12,12/21/2020 11:00,Y, , ,1, ,73413,2,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48    ,3809,FOLSOM,29,,,3809,FOLSOM,0,0
20-057289,2020-12,12/21/2020 11:01,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,300,CARR,35,,,,,0,0
20-057991,2020-12,12/21/2020 11:50,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,,,78,,,,,0,0
20-057789,2020-12,12/21/2020 12:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,32,COLUMBUS,62,,,32,COLUMBUS SQUARE,0,0
20-058217,2020-12,12/21/2020 12:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT              ,5002,POTOMAC,14,,,5002,POTOMAC,0,0
20-058025,2020-12,12/21/2020 12:20,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,1830,ALLEN,23,,,1830,ALLEN,0,0
20-057306,2020-12,12/21/2020 12:21,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",7859,RIO SILVA,1,,,7859,RIO SILVA,0,0
20-057317,2020-12,12/21/2020 12:30,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4949,,38,Barnes Jewish Hospital,,4949,,0,0
20-058374,2020-12,12/21/2020 13:00,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500                      ,1621,HOGAN,60,,,1621,HOGAN,0,0
20-057527,2020-12,12/21/2020 13:00,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500                      ,2808,UNION,52,,,2808,UNION,0,0
20-057348,2020-12,12/21/2020 13:00,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4275,ELLENWOOD,5,,,4275,ELLENWOOD,0,0
20-057326,2020-12,12/21/2020 13:00,Y, , ,1, ,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",5522,ACME,76,,,5522,ACME,0,0
20-057324,2020-12,12/21/2020 13:30,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,400,TUCKER,35,,,1100,CHESTNUT,0,0
20-057313,2020-12,12/21/2020 13:30,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON                ,1400,CLARK,35,,,1400,CLARK,0,0
20-057314,2020-12,12/21/2020 13:38,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,,,35,,,,,0,0
20-057349,2020-12,12/21/2020 13:45,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,1,IKEA WAY,38,,,1,IKEA,0,0
20-057319,2020-12,12/21/2020 13:50,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,,4TH WASHINGTON,35,,,,,0,0
20-057328,2020-12,12/21/2020 13:50,Y, , ,1, ,42014,6,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC          ,1650,MCLARAN,73,,,1650,MCLARAN,0,0
20-057327,2020-12,12/21/2020 14:00,Y, , ,1, ,43016,1,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ,7837,RIO TINTO,1,,,7837,RIO TINTO,0,0
20-057325,2020-12,12/21/2020 14:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,,,39,,,,,0,0
20-057433,2020-12,12/21/2020 15:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,411,18TH,36,,,411,18TH,0,0
20-057369,2020-12,12/21/2020 15:00,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,3640,LOUISIANA,19,,,3640,LOUISIANA,0,0
20-057347,2020-12,12/21/2020 15:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,200,TUCKER,35,St Louis City Justice Center,,200,TUCKER,0,0
20-057384,2020-12,12/21/2020 15:00,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500                  ,3860,EVANS,77,,,3860,EVANS,0,0
20-057403,2020-12,12/21/2020 15:00,Y, , ,1, ,64601,6,"LARCENY-FROM MTR VEH $500 - $24,999               ",8000,HALL,79,,,8000,HALL,0,0
20-058315,2020-12,12/21/2020 15:30,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,1025,EILER,1,,,1025,EILER,0,0
20-057374,2020-12,12/21/2020 15:30,Y, , ,1, ,69602,3,"LARCENY-ALL OTHER $500 - $24,999                  ",2837,TEXAS,30,,,2837,TEXAS,0,0
20-057356,2020-12,12/21/2020 16:00,Y, , ,1, ,43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,643,CONCOURSE,82,,,1433,BROCK,0,0
20-057381,2020-12,12/21/2020 16:00,Y, , ,1, ,31111,2,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,,,27,,,4179,RUSSELL,0,0
20-057452,2020-12,12/21/2020 16:00,Y, , ,1, ,69602,6,"LARCENY-ALL OTHER $500 - $24,999                  ",412,ADELAIDE,64,,,412,ADELAIDE,0,0
20-057338,2020-12,12/21/2020 16:00,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,4423,RED BUD,68,,,4400,RED BUD,0,0
20-057357,2020-12,12/21/2020 16:30,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",1314,OHIO,31,,,1314,OHIO,0,0
20-057362,2020-12,12/21/2020 16:55,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",2906,MOUNT PLEASANT,17,,,2906,MOUNT PLEASANT,0,0
20-057536,2020-12,12/21/2020 17:00,Y, , ,1, ,65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999              ",275,UNION,47,,,275,UNION,0,0
20-057364,2020-12,12/21/2020 17:00,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,4038,GRAND,67,Dollar General,,4038,GRAND,0,0
20-057370,2020-12,12/21/2020 17:20,Y, , ,1, ,95200,6,AGGRAVATED STALKING (THREAT OF DEATH OR SERIOU    ,5520,ACME,76,,,5520,ACME,0,0
20-057365,2020-12,12/21/2020 17:25,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,400,CLARK,35,Tums,,,,0,0
20-057383,2020-12,12/21/2020 17:30,Y, , ,1, ,31111,2,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,4022,DE TONTY,27,,,,,0,0
20-057376,2020-12,12/21/2020 17:50,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,7303,BROADWAY,2,,,7303,BROADWAY,0,0
20-057372,2020-12,12/21/2020 17:50,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",2102,E. PRAIRIE,66,,,2000,DE SOTO,0,0
20-057386,2020-12,12/21/2020 17:55,Y, , ,1, ,43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,1517,SELLS,73,,,1517,SELLS,0,0
20-057647,2020-12,12/21/2020 18:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,5947,HARNEY,76,,,5947,HARNEY,0,0
20-057470,2020-12,12/21/2020 18:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,2000,MADISON,60,,,2000,MADISON,0,0
20-057518,2020-12,12/21/2020 18:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,3923,,15,,,3923,CHIPPEWA,0,0
20-057379,2020-12,12/21/2020 18:15,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,2850,LEMP,22,,,2800,LEMP,0,0
20-057421,2020-12,12/21/2020 18:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5001,LOUISIANA,16,,,5000,LOUISIANA,0,0
20-057438,2020-12,12/21/2020 18:30,Y, , ,1, ,65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999              ",6280,KNOX INDUSTRIAL,10,,,6280,KNOX INDUSTRIAL,0,0
20-057472,2020-12,12/21/2020 18:45,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4501,MINNESOTA,17,,,4501,MINNESOTA,0,0
20-057454,2020-12,12/21/2020 19:00,Y, , ,1, ,65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999              ",4627,RIDGEWOOD,5,,,4625,RIDGEWOOD,0,0
20-057644,2020-12,12/21/2020 20:00,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,5915,WILSON HAMPTON,13,HOLIDAY INN,,,,0,0
20-057508,2020-12,12/21/2020 20:00,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,5532,,7,,,5532,CHIPPEWA,0,0
20-057445,2020-12,12/21/2020 20:00,Y, , ,1, ,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999               ",5350,PERSHING,47,,,5350,PERSHING,0,0
20-057387,2020-12,12/21/2020 20:15,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,4126,W. FLORISSANT,68,,,,,0,0
20-057489,2020-12,12/21/2020 20:30,Y, , ,1, ,64701,6,LARCENY-FROM MTR VEH UNDER $500                   ,8000,HALL,79,,,8000,HALL,0,0
20-057390,2020-12,12/21/2020 20:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,7423,PENNSYLVANIA,2,,,7423,PENNSYLVANIA,0,0
20-057389,2020-12,12/21/2020 20:45,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3715,NATURAL BRIDGE,83,,,,,0,0
20-057905,2020-12,12/21/2020 21:00,Y, , ,1, ,64701,5,LARCENY-FROM MTR VEH UNDER $500                   ,4938,,55,,,3918,21ST,0,0
20-057464,2020-12,12/21/2020 21:00,Y, , ,1, ,67701,2,LARCENY-FROM BUILDING UNDER $500                  ,1242,HAMPTON,41,Jack in the Box,,1242,HAMPTON,0,0
20-057466,2020-12,12/21/2020 21:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,3808,MERAMEC,16,,,3808,MERAMEC,0,0
20-057388,2020-12,12/21/2020 21:09,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,,I-55,4,,,,,0,0
20-057422,2020-12,12/21/2020 21:30,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,4140,DAVIS,4,,,4140,DAVIS,0,0
20-057423,2020-12,12/21/2020 21:30,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,1600,PINE,36,,,1600,PINE,0,0
20-057440,2020-12,12/21/2020 21:30,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,1134,LUCAS,35,,,1134,LUCAS,0,0
20-057418,2020-12,12/21/2020 21:30,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,6001,MANCHESTER,41,NIKS PUB,,6001,MANCHESTER,0,0
20-057400,2020-12,12/21/2020 21:30,Y, , ,1, ,38111,5,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,5737,WATERMAN,46,,,5737,WATERMAN,0,0
20-057546,2020-12,12/21/2020 21:40,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,,,25,,,,,0,0
20-057398,2020-12,12/21/2020 22:00,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3746,SAINT LOUIS,59,KING GRILL,,3746,SAINT LOUIS,0,0
20-057396,2020-12,12/21/2020 22:00,Y, , ,1, ,38111,5,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,354,BOYLE,38,,,354,BOYLE,0,0
20-057821,2020-12,12/21/2020 22:30,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,249,UNION,47,,,249,UNION,0,0
20-057429,2020-12,12/21/2020 23:00,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999               ",3132,CALIFORNIA,30,,,3132,CALIFORNIA,0,0
20-057399,2020-12,12/21/2020 23:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,,,46,,,,,0,0
20-057401,2020-12,12/21/2020 23:20,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,5725,DALE,41,,,5725,DALE,0,0
20-057477,2020-12,12/21/2020 23:30,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",610,7TH,35,EMBASSY SUITES,,610,7TH,0,0
20-057425,2020-12,12/21/2020 23:30,Y, , ,1, ,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,414,23RD,36,,,414,23RD,0,0
20-057402,2020-12,12/21/2020 23:42,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,7837,RIO TINTO,1,,,7837,RIO TINTO,0,0
20-057515,2020-12,12/22/2020 0:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,,TOWER GROVE SHAW,27,,,,,0,0
20-057405,2020-12,12/22/2020 0:10,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,4987,PLOVER,72,,,4987,PLOVER,0,0
20-057406,2020-12,12/22/2020 0:58,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3465,,52,,,,,0,0
20-057436,2020-12,12/22/2020 1:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,1620,LUCAS,36,,,1620,LUCAS,0,0
20-057415,2020-12,12/22/2020 1:00,Y, , ,1, ,52212,3,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,1515,LAFAYETTE,33,,,1515,LAFAYETTE,0,0
20-057407,2020-12,12/22/2020 1:02,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",705,OLIVE,35,Hotel St. Louis,,705,OLIVE,0,0
20-057496,2020-12,12/22/2020 1:10,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,1600,,36,,,1600,PINE,0,0
20-057408,2020-12,12/22/2020 1:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,2001,BENTON,59,,,,,0,0
20-057409,2020-12,12/22/2020 1:45,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1289,AMHERST,48,,,1289,AMHERST,0,0
20-057670,2020-12,12/22/2020 2:20,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5901,HAMPTON,6,,,5900,HAMPTON,0,0
20-057416,2020-12,12/22/2020 2:30,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,4017,HEALY,4,,,4017,HEALY,0,0
20-057412,2020-12,12/22/2020 2:30,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,4108,HEALY,4,,,4108,HEALY,0,0
20-057410,2020-12,12/22/2020 4:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,69,,,,,0,0
20-057413,2020-12,12/22/2020 4:45,Y, , ,1, ,32111,6,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL         ,3218,TAYLOR,56,,,3218,TAYLOR,0,0
20-057414,2020-12,12/22/2020 6:00,Y, , ,1, ,65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999              ",3700,CHIPPEWA,16,Import Motors,,3700,CHIPPEWA,0,0
20-057522,2020-12,12/22/2020 7:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4328,DRYDEN,69,,,4328,DRYDEN,0,0
20-057443,2020-12,12/22/2020 7:00,Y, , ,1, ,265100,3,SAFETY-FIREWORKS VIOLATION                        ,3650,SALENA,18,,,3650,SALENA,0,0
20-057419,2020-12,12/22/2020 7:02,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500                       ,2166,HAMPTON,12,QUICKTRIP,,2166,HAMPTON,0,0
20-057554,2020-12,12/22/2020 7:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3733,VIRGINIA,19,,,3733,VIRGINIA,0,0
20-057426,2020-12,12/22/2020 7:45,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",,BROADWAY,17,4759,,,,0,0
20-058185,2020-12,12/22/2020 8:00,Y, , ,1, ,69702,6,LARCENY-ALL OTHER UNDER $500                      ,1325,GIMBLIN,74,,,1325,GIMBLIN,0,0
20-057431,2020-12,12/22/2020 8:30,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,1620,LUCAS,36,,,1620,LUCAS,0,0
20-057430,2020-12,12/22/2020 8:45,Y, , ,1, ,63701,3,LARCENY-SHOPLIFT UNDER $500                       ,4140,BROADWAY,16,Walgreen's,,4140,BROADWAY,0,0
20-057894,2020-12,12/22/2020 9:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4253,ELLENWOOD,5,,,4253,ELLENWOOD,0,0
20-057623,2020-12,12/22/2020 9:00,Y, , ,1, ,67701,3,LARCENY-FROM BUILDING UNDER $500                  ,3334,TEXAS,30,,,3334,TEXAS,0,0
20-057446,2020-12,12/22/2020 9:15,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,211,N. BROADWAY,35,MET Building,,111,7TH,0,0
20-057450,2020-12,12/22/2020 9:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,,,5,,,5431,HOLLY HILLS,0,0
20-057462,2020-12,12/22/2020 9:54,Y, , ,1, ,10000,6,HOMICIDE                                          ,2144,ALICE,68,,,2145,ALICE,0,0
